,Make,Model,Buyer_Gender,Buyer_Age,Buzzword,Country,City,Dealer_Latitude,Dealer_Longitude,Color,New_Car,Purchase_Date,Sale_Price,Discount,Resell_Price,5-yr_Depreciation,Top_Speed,0-60_Time
160,Audi,S6,Female,46,4th generation,Afghanistan,Mehtar Lām,34.6672527,70.2117178,Indigo,True,2006-07-12,14625.68,0.6734,5684.73,0.1,232.8,8.1
161,Toyota,Celica,Female,48,optimizing,Kosovo,Vitina,42.3221655,21.3589808,Teal,False,2008-10-23,81325.5,0.4594,14341.09,0.04,186.8,10.6
162,Mazda,Mazdaspeed 3,Male,66,Quality-focused,Russia,Belyye Stolby,55.3290543,37.8525252,Fuscia,True,2018-07-16,87205.22,0.1708,30566.12,0.17,225.1,13.6
163,Porsche,Cayenne,Male,30,alliance,Philippines,Quibal,17.3378289,121.759491,Red,False,2014-07-21,31749.91,0.6198,14153.44,0.06,133.6,2.6
164,GMC,Sierra 3500HD,Female,33,parallelism,Chile,Machalí,-34.179452,-70.6565151,Puce,True,2016-11-11,16808.62,0.2544,5304.96,0.03,249.9,6.2
165,Toyota,Sienna,Male,24,even-keeled,France,La Rochelle,47.9318074,5.2893597,Crimson,True,2012-08-13,13332.2,0.1886,32824.09,0.05,172.7,6.6
166,Audi,Allroad,Male,50,encryption,Finland,Perniö,60.2285503,23.1228098,Crimson,True,2019-12-17,80022.41,0.465,46695.57,0.22,129.5,12.5
167,Chevrolet,Corvette,Male,46,task-force,France,Thiais,48.7499009,2.3825213,Blue,True,2007-05-09,30130.99,0.1085,6399.59,0.18,233.8,9.9
168,Mitsubishi,Tredia,Female,29,holistic,China,Huangshi,30.20003,115.038835,Crimson,False,2013-10-07,60357.76,0.5858,24392.8,0.17,199.0,8.0
169,GMC,Yukon,Male,24,intangible,Czech Republic,Návsí u Jablunkova,49.6106567,18.735973,Goldenrod,False,2013-10-28,56553.1,0.5847,46591.32,0.06,239.8,12.6
170,Pontiac,Safari,Male,21,matrices,Sweden,Eslöv,55.8465109,13.4095386,Purple,False,2002-11-21,99419.92,0.1432,10087.39,0.07,229.2,2.6
171,Mazda,B-Series Plus,Female,29,Digitized,Indonesia,Bulupayung,-7.5893786,109.1315198,Mauv,False,2017-10-06,32137.64,0.3528,5230.03,0.13,137.3,8.2
172,Ford,Mustang,Male,72,Networked,Nigeria,Pindiga,9.9847566,10.9510315,Orange,False,2007-09-23,48280.51,0.0345,13071.28,0.09,189.3,13.0
173,Volkswagen,GTI,Female,59,Multi-tiered,China,Qing’an,46.880102,127.507824,Puce,False,2008-03-11,52939.81,0.3158,30520.4,0.01,243.9,13.3
174,GMC,1500,Male,56,high-level,Vietnam,Long Thành,10.7782801,106.9447146,Blue,False,2020-05-07,70947.97,0.5735,3345.73,0.14,234.9,3.3
175,Saturn,Outlook,Female,47,encompassing,Indonesia,Kelodan,-8.6283422,115.2580854,Yellow,True,2005-08-06,59323.59,0.5994,12648.14,0.09,228.8,8.1
176,Audi,100,Male,70,intangible,United States,Albany,42.6532844,-73.762495,Mauv,False,2006-03-09,38479.0,0.3906,3585.18,0.14,133.8,4.4
177,Ford,Focus,Male,21,optimal,French Guiana,Cayenne,4.9237913,-52.3205637,Blue,False,2005-12-18,88463.65,0.3961,4687.74,0.09,219.6,13.9
178,Subaru,XT,Female,21,object-oriented,Indonesia,Siborong-borong,2.2155425,99.0349977,Khaki,False,2018-11-10,31546.77,0.6912,12981.16,0.25,146.0,10.4
179,Mitsubishi,Mirage,Female,41,stable,Morocco,Moulay Abdallah,33.1963963,-8.587212,Blue,False,2004-09-10,84248.68,0.6277,15675.48,0.02,239.5,10.7
180,Mercedes-Benz,C-Class,Male,71,zero defect,Armenia,Varser,40.5529581,44.9105417,Yellow,False,2011-02-07,60009.63,0.4856,23231.41,0.2,146.2,10.8
181,Porsche,911,Female,45,implementation,Sudan,El Bauga,18.26196,33.90812,Green,True,2014-06-12,22367.26,0.1297,41425.13,0.02,233.2,11.0
182,Mazda,Familia,Male,65,software,China,Yangping,22.183206,112.305145,Purple,False,2018-02-06,55032.77,0.0635,6853.18,0.1,230.5,7.9
183,Lexus,ES,Female,43,structure,Kenya,Moyale,3.5399846,39.0528407,Red,True,2008-05-25,75442.59,0.1609,31521.94,0.24,170.4,2.4
184,Pontiac,LeMans,Male,25,neural-net,Brazil,Itabira,-19.6238346,-43.2182878,Orange,True,2016-01-31,48479.09,0.2707,48343.88,0.04,136.2,3.0
185,Land Rover,Discovery,Female,40,radical,Senegal,Koungheul,13.9802139,-14.8016887,Khaki,True,2006-01-10,16038.14,0.4928,11208.85,0.21,126.9,9.7
186,Land Rover,Defender 90,Female,44,Implemented,Portugal,Colos,37.7340363,-8.4593678,Indigo,False,2010-06-24,13460.73,0.1776,27265.65,0.18,150.8,13.2
187,Lamborghini,Gallardo,Male,46,Polarised,Belarus,Dokshytsy,54.8953858,27.7599272,Fuscia,False,2012-05-07,28314.33,0.2749,9076.38,0.2,241.8,13.7
188,Mercury,Cougar,Female,57,exuding,Philippines,Pandasan,14.593975,121.0038631,Goldenrod,False,2002-07-03,10068.96,0.137,49528.57,0.07,177.8,8.4
189,Toyota,Prius,Male,24,Implemented,Czech Republic,Vítkov,49.7744492,17.7494174,Aquamarine,True,2015-02-23,18969.77,0.4692,43529.06,0.08,214.4,9.2
190,Ford,Focus,Female,73,User-friendly,China,Yangji,42.891255,129.508945,Purple,True,2005-01-01,52975.46,0.257,6970.7,0.03,224.3,7.7
191,Aston Martin,DBS,Male,25,Persevering,Indonesia,Gereneng,-8.694019,116.5226451,Maroon,False,2017-12-08,91905.14,0.5861,3540.51,0.03,166.1,8.7
192,Hyundai,Santa Fe,Male,61,composite,China,Suqin Huimin,40.79652,111.6440406,Pink,True,2018-07-24,74914.14,0.3327,4255.97,0.22,149.4,12.1
193,Chevrolet,Cavalier,Female,39,user-facing,Brazil,Campos Novos,-27.4369394,-51.2213044,Indigo,True,2020-01-04,55848.72,0.6255,37296.01,0.01,222.7,5.7
194,Saab,9000,Female,74,service-desk,Mongolia,Delgermörön,46.516667,98.35,Blue,False,2009-09-10,97974.41,0.4869,16574.31,0.2,167.2,12.6
195,Mazda,MX-5,Male,28,scalable,Poland,Borowno,50.7784708,16.0928295,Blue,False,2004-01-01,45392.43,0.07,41211.83,0.1,152.5,12.9
196,Maybach,62,Male,67,Cloned,Angola,Mbanza Congo,-6.2694214,14.2337805,Turquoise,False,2002-06-21,79360.54,0.5917,9483.17,0.16,171.3,12.7
197,Subaru,Tribeca,Male,36,approach,Indonesia,Tegalbuleud,-7.4220343,106.7529514,Purple,False,2007-05-01,84113.72,0.3144,32471.31,0.13,205.2,8.4
198,Infiniti,Q,Male,24,modular,Netherlands,Heerlen,50.9168212,5.9799297,Maroon,True,2012-10-30,56870.27,0.3153,35771.5,0.1,158.4,4.3
199,Mitsubishi,Montero,Male,39,solution,Argentina,Corral de Bustos,-34.7415815,-58.4614889,Green,True,2018-03-11,94575.46,0.5535,31017.51,0.23,161.6,7.6
200,Dodge,Ram 2500,Male,31,application,Canada,Sydney Mines,46.2475531,-60.2362743,Fuscia,True,2003-01-21,37808.65,0.5404,22136.94,0.14,170.9,7.5
201,Lincoln,Aviator,Male,32,Profit-focused,Philippines,Ramos West,16.7054663,121.672666,Green,False,2002-11-07,24817.01,0.1021,9430.51,0.05,177.5,11.6
202,Lamborghini,Murciélago,Male,74,disintermediate,China,Beilun,29.899044,121.844618,Yellow,False,2003-08-20,30722.81,0.2475,43911.51,0.13,135.0,11.3
203,Dodge,Ram Van 2500,Male,31,real-time,Portugal,Gonça,41.5088439,-8.2522306,Turquoise,False,2015-04-17,39006.43,0.3132,3943.98,0.24,246.9,8.0
204,Volkswagen,Eos,Female,30,coherent,United States,Mesa,33.519545,-111.5468301,Orange,False,2002-07-01,60082.82,0.0451,20661.06,0.17,218.1,5.1
205,Lincoln,MKX,Female,63,Digitized,China,Guanghou,23.12911,113.264385,Goldenrod,False,2019-03-29,63011.73,0.6561,7803.9,0.1,173.5,12.5
206,Land Rover,Range Rover Sport,Male,27,Synchronised,Indonesia,Bangekdewa,-8.7476,116.1921,Purple,False,2010-01-15,10775.58,0.0577,24682.55,0.01,171.6,11.8
207,Dodge,Magnum,Female,61,adapter,Azerbaijan,Khyzy,40.9109489,49.0729264,Green,False,2009-04-25,14516.11,0.5906,2797.19,0.12,231.7,6.7
208,Isuzu,Oasis,Male,42,database,Morocco,Taroudant,30.4727126,-8.8748765,Fuscia,True,2015-11-28,75790.07,0.4226,43256.0,0.03,154.5,5.2
209,Ford,Freestar,Female,21,Robust,Brazil,Santa Gertrudes,-22.4593525,-47.5369982,Yellow,True,2019-01-12,89326.21,0.0499,3522.12,0.06,170.0,12.9
210,Chevrolet,Caprice,Male,68,national,Indonesia,Cisadap,-7.3052247,108.3059677,Maroon,False,2020-11-18,60915.51,0.0916,6349.97,0.24,249.7,2.3
211,Toyota,T100 Xtra,Male,24,monitoring,Poland,Suchy Las,52.5125385,16.8395278,Teal,False,2016-11-13,86299.13,0.1486,40268.0,0.17,157.2,7.0
212,Dodge,Magnum,Female,67,local area network,Ukraine,Nedryhayliv,50.8305647,33.8815261,Green,False,2016-08-03,29955.68,0.4498,18085.16,0.1,209.3,5.6
213,Oldsmobile,Ciera,Female,69,Open-architected,Indonesia,Rapas,-2.1653279,132.324948,Goldenrod,False,2019-11-13,59256.98,0.2683,41532.54,0.24,137.3,2.3
214,Pontiac,LeMans,Male,74,workforce,Latvia,Vecpiebalga,57.061272,25.817596,Maroon,False,2011-09-17,63067.35,0.6624,42313.65,0.22,148.1,8.9
215,Land Rover,Freelander,Male,53,service-desk,United States,Sacramento,38.57,-121.47,Mauv,False,2003-02-18,26329.33,0.4889,33498.13,0.2,193.1,9.2
216,Chevrolet,Impala,Male,70,object-oriented,Brazil,Praia Grande,-24.0088421,-46.4124616,Yellow,False,2013-11-26,59674.29,0.6383,14520.45,0.13,200.2,3.2
217,Nissan,Xterra,Male,27,neural-net,France,Roissy Charles-de-Gaulle,49.0096906,2.5479245,Yellow,True,2008-10-19,40376.83,0.6518,47528.31,0.18,148.2,4.3
218,Volvo,240,Female,69,secondary,Kosovo,Dubova (Driloni),42.71194,20.36972,Puce,False,2011-12-05,70282.48,0.3839,21808.48,0.15,215.4,3.9
219,Cadillac,XLR,Male,73,Ameliorated,Honduras,Concepción de la Barranca,15.17627,-88.724632,Orange,False,2015-05-04,71441.27,0.0311,13379.78,0.1,137.8,9.8
220,Ford,F-Series,Male,50,frame,Niger,Diffa,13.3132472,12.6158803,Purple,True,2009-09-16,96044.54,0.022,30790.06,0.22,163.0,9.3
221,Mazda,Mazda6,Female,23,Upgradable,El Salvador,Apopa,13.8086742,-89.1801225,Goldenrod,False,2018-01-05,96021.18,0.1032,40886.86,0.13,145.2,13.3
222,Acura,TL,Female,42,Virtual,Ukraine,Radekhiv,50.2836918,24.6345078,Orange,False,2018-09-08,35466.67,0.2547,49988.65,0.13,134.0,11.7
223,Bentley,Continental Flying Spur,Female,69,User-friendly,Indonesia,Panyindangan,-6.6913037,107.9679983,Khaki,False,2013-10-05,47121.75,0.2749,10736.67,0.03,153.9,13.1
224,Ford,Mustang,Female,63,static,Peru,Mariatana,-12.2376497,-76.3259182,Red,False,2005-10-19,69950.43,0.3665,7805.98,0.25,164.5,6.4
225,Chevrolet,3500,Female,28,Self-enabling,South Korea,Reiko,35.275,126.50944,Yellow,True,2017-03-12,69724.71,0.6223,45833.93,0.04,230.1,12.7
226,Lotus,Evora,Male,74,dedicated,Philippines,Pangapisan,16.0264893,120.2128474,Violet,True,2009-07-19,13665.77,0.3539,11270.33,0.23,205.6,7.7
227,Ford,E-Series,Female,40,workforce,China,Lixi,39.8441383,116.444208,Turquoise,False,2019-01-02,16703.6,0.3322,18211.27,0.1,223.8,3.9
228,Mercedes-Benz,SLK-Class,Male,57,product,Brazil,Rolante,-29.6216078,-50.534262,Indigo,True,2009-06-07,81096.87,0.6661,16657.94,0.22,183.8,6.6
229,Volkswagen,Fox,Male,61,User-friendly,Guatemala,Acatenango,14.5352162,-90.8862218,Aquamarine,False,2010-09-23,31408.41,0.196,7554.95,0.03,209.6,4.3
230,Citroën,CX,Female,27,Innovative,China,Hexi,39.109563,117.223371,Orange,False,2002-08-23,82467.24,0.3168,43353.82,0.23,164.8,12.6
231,Acura,MDX,Male,22,Face to face,Indonesia,Kebonkai,-6.8482297,106.6802549,Turquoise,False,2020-01-11,49403.01,0.6446,19769.29,0.09,190.7,10.1
232,Hyundai,Sonata,Female,65,Multi-lateral,Thailand,Chum Phuang,15.2679414,102.8514837,Maroon,False,2016-02-04,20287.82,0.3996,39267.73,0.12,134.3,7.7
233,Isuzu,Axiom,Female,41,Assimilated,Indonesia,Bakung Utara,-3.1446171,104.5305715,Indigo,False,2004-09-24,81898.6,0.4413,37033.24,0.05,189.6,14.7
234,Saab,9-7X,Male,63,context-sensitive,Brazil,Riachão do Jacuípe,-11.8073632,-39.3809152,Khaki,False,2011-12-02,95642.67,0.1899,45199.88,0.22,208.0,12.8
235,Mitsubishi,Chariot,Male,23,infrastructure,Venezuela,Camatagua,9.7912231,-66.9094499,Teal,False,2006-10-05,43118.75,0.2198,5297.9,0.07,244.6,10.3
236,Plymouth,Grand Voyager,Male,36,Balanced,Greece,Astypálaia,36.5389811,26.3131356,Purple,False,2009-09-05,58237.59,0.5048,20051.85,0.01,133.9,2.4
237,Lamborghini,Countach,Female,62,Vision-oriented,Israel,‘Afula ‘Illit,32.623453,35.316723,Puce,False,2019-07-11,91260.76,0.075,43179.93,0.06,230.2,5.0
238,Nissan,Sentra,Male,67,zero defect,Argentina,Fontana,-45.8732238,-67.5018975,Crimson,True,2013-08-22,85349.49,0.6122,44271.84,0.16,149.9,8.1
239,Isuzu,i-370,Male,42,logistical,Ukraine,Novohrad-Volyns’kyy,50.5860203,27.6363775,Mauv,False,2002-01-25,66554.94,0.3513,9978.65,0.06,179.7,2.7
240,Chevrolet,Silverado 1500,Male,71,Intuitive,China,Dalazi,25.704535,113.956275,Crimson,True,2020-02-26,60285.33,0.1826,25284.99,0.03,186.6,3.4
241,Lamborghini,Gallardo,Female,24,moderator,China,Jianping,41.403128,119.64328,Aquamarine,False,2005-01-20,70126.32,0.5327,4893.23,0.07,134.7,3.5
242,Pontiac,LeMans,Male,68,Multi-lateral,Indonesia,Nonohonis,-9.8446717,124.2810541,Aquamarine,True,2003-06-08,53049.7,0.4426,14709.55,0.04,210.1,2.4
243,Volkswagen,Jetta III,Female,65,help-desk,Brazil,Jaraguá do Sul,-26.4822209,-49.073477,Mauv,False,2014-11-26,72820.81,0.1671,45000.87,0.2,135.8,7.9
244,Lexus,SC,Female,45,multi-state,Poland,Wąwolnica,51.294469,22.147076,Orange,False,2015-01-25,84375.37,0.6647,30302.92,0.18,242.8,9.0
245,Honda,Element,Female,61,toolset,Malaysia,Sandakan,5.896774,118.06182,Red,True,2008-01-19,88651.23,0.0806,26047.97,0.22,192.6,8.7
246,Ford,Econoline E250,Male,73,challenge,Colombia,San Calixto,8.4015989,-73.2089979,Red,True,2011-08-30,24963.26,0.5405,29193.94,0.23,191.2,14.4
247,Mazda,Mazda3,Female,43,local area network,Russia,Paratunka,52.96202,158.25723,Puce,True,2016-09-09,42928.14,0.4192,33277.99,0.15,209.9,8.5
248,Ford,F350,Male,40,hierarchy,Russia,Arsen’yev,44.1580429,133.2645474,Yellow,True,2010-08-24,92656.05,0.5579,9528.66,0.06,155.7,8.3
249,Ford,Taurus,Female,43,Switchable,Chad,Mongo,12.1862546,18.6917922,Indigo,False,2010-07-21,87981.16,0.5736,28259.63,0.19,146.1,5.2
250,Toyota,Sienna,Female,61,User-centric,Portugal,Torreira,40.7463865,-8.7008962,Blue,True,2014-12-13,51824.8,0.4905,30556.69,0.14,150.2,7.5
251,Buick,Riviera,Male,20,Cross-group,Brazil,Feira de Santana,-12.2597272,-38.9646608,Teal,True,2006-08-17,75434.09,0.0065,25020.38,0.17,245.0,4.0
252,Audi,A8,Female,40,executive,Indonesia,Cerme Kidul,-7.2331881,112.5692082,Fuscia,True,2017-07-20,86749.45,0.4377,34427.83,0.25,231.2,2.0
253,Lincoln,Continental,Female,75,incremental,Russia,Kislyakovskaya,46.4482967,39.6777217,Aquamarine,False,2005-06-03,72493.43,0.5021,7370.67,0.23,123.3,6.2
254,MINI,Cooper,Female,51,Fundamental,China,Sigou,34.7671945,119.0790302,Pink,True,2007-06-27,27285.24,0.525,39514.13,0.16,163.2,5.5
255,Buick,Riviera,Female,49,Fully-configurable,Ukraine,Kornyn,50.0920849,29.5436691,Violet,False,2003-12-05,36099.63,0.0605,22804.26,0.24,172.5,13.8
256,Isuzu,Amigo,Male,34,alliance,Poland,Łomianki,52.3336578,20.8869861,Puce,False,2017-11-12,26367.76,0.04,45725.62,0.15,136.8,3.1
257,Mazda,Familia,Male,25,portal,Indonesia,Labuhansumbawa,-8.4734842,117.3998369,Orange,False,2004-12-08,43100.74,0.4198,13932.8,0.25,152.5,9.4
258,Scion,tC,Male,52,4th generation,Japan,Chigasaki,35.3372599,139.4046734,Green,False,2010-10-26,22557.76,0.247,26652.49,0.08,195.1,7.6
259,Saab,9000,Female,39,task-force,Finland,Kittilä,67.6955232,24.8590222,Maroon,True,2016-01-15,56186.48,0.5977,40632.62,0.06,154.5,12.2
260,Mitsubishi,Outlander,Female,34,bi-directional,Peru,Caja,-12.883333,-74.466667,Puce,True,2009-02-22,88166.34,0.4193,29271.86,0.04,124.3,11.5
261,Kia,Sedona,Male,32,Universal,Ukraine,Vashkivtsi,48.3842974,25.5058522,Yellow,True,2006-08-12,43710.8,0.5293,14444.76,0.23,229.1,10.2
262,Toyota,Camry Hybrid,Female,72,stable,Azerbaijan,Shamkhor,40.8288144,46.0166879,Orange,True,2002-10-01,18659.96,0.4481,4341.61,0.16,176.5,11.2
263,Saab,9000,Male,43,analyzing,Philippines,Digkilaan,8.2435239,124.3401302,Turquoise,False,2009-03-17,77749.44,0.3559,32002.04,0.07,165.2,4.8
264,Infiniti,QX,Male,47,upward-trending,Colombia,Montenegro,4.566637,-75.75012,Khaki,True,2007-01-16,40038.24,0.1312,5889.63,0.02,211.9,10.8
265,Honda,Accord,Male,44,Total,Japan,Tanashichō,35.7285765,139.5388561,Turquoise,False,2003-11-30,24065.74,0.4153,21455.09,0.14,144.5,4.5
266,Mitsubishi,Galant,Male,48,collaboration,Russia,Labytnangi,66.6557632,66.3898319,Blue,True,2009-03-18,16229.59,0.171,4422.27,0.02,244.8,11.8
267,Chevrolet,Venture,Male,62,Reverse-engineered,Russia,Monastyrishche,44.1947831,132.518626,Turquoise,False,2018-05-04,61050.55,0.637,37888.58,0.03,169.1,4.6
268,Ford,LTD Crown Victoria,Female,34,reciprocal,Indonesia,Sungaiduri,0.565435,108.9272,Yellow,False,2010-02-25,98178.88,0.3441,10216.59,0.05,137.0,2.8
269,Mercedes-Benz,M-Class,Female,67,Assimilated,Peru,Quichuay,-11.8887963,-75.2865498,Yellow,False,2012-06-22,80348.1,0.1638,31862.65,0.1,143.6,3.7
270,Daewoo,Lanos,Male,33,database,Iran,Shāzand,33.9345904,49.4008633,Turquoise,False,2011-08-29,67709.06,0.2826,40696.25,0.16,144.9,7.5
271,Subaru,Legacy,Female,49,system-worthy,Poland,Regimin,52.9434371,20.5544716,Aquamarine,False,2020-11-23,10680.18,0.679,49104.93,0.24,243.3,4.2
272,Jaguar,S-Type,Male,47,approach,Colombia,Cimitarra,6.6195382,-74.1709702,Red,True,2016-02-03,63364.02,0.4856,33874.49,0.19,210.4,4.6
273,Suzuki,Kizashi,Female,26,Synchronised,France,Orléans,47.3591366,2.8002946,Goldenrod,True,2008-03-14,54483.92,0.2416,49146.79,0.21,214.2,4.9
274,GMC,Envoy XUV,Female,38,exuding,Brazil,Cabreúva,-23.3058194,-47.1367011,Violet,False,2011-12-10,59052.54,0.3246,24457.98,0.19,142.5,4.4
275,Volkswagen,Phaeton,Female,41,instruction set,China,Xiexiong,31.407545,95.625095,Blue,False,2013-01-30,29945.68,0.094,28323.94,0.04,137.5,7.3
276,Mitsubishi,Excel,Female,46,Open-source,Brazil,Guariba,-21.3601809,-48.2282659,Pink,False,2012-01-22,62141.77,0.2507,29704.0,0.23,148.0,10.1
277,Audi,S6,Male,73,national,France,Alençon,48.4339701,0.098598,Indigo,False,2005-01-20,91851.74,0.5754,43391.12,0.08,178.2,12.7
278,Saab,09-Mar,Male,38,framework,Philippines,Calaba,17.622182,120.6190252,Khaki,True,2004-07-06,56744.71,0.5906,25923.43,0.08,141.4,2.9
279,GMC,Yukon XL 1500,Male,71,disintermediate,Sweden,Kista,59.4060153,17.917129,Khaki,True,2008-10-29,51047.4,0.5158,28002.81,0.15,124.3,14.1
280,Mitsubishi,GTO,Male,48,Quality-focused,Mexico,Las Palmas,17.8281158,-95.8162299,Indigo,False,2017-01-11,44458.83,0.2821,44781.36,0.08,245.9,11.6
281,Land Rover,Range Rover,Male,25,Organized,China,Yongledian,39.708782,116.796531,Goldenrod,False,2009-03-10,30120.31,0.3068,17865.19,0.09,220.4,14.1
282,Mercedes-Benz,S-Class,Female,35,Implemented,Philippines,Patrocinio,9.7361006,123.9333482,Turquoise,False,2005-04-09,88367.29,0.4358,39024.33,0.01,188.8,9.5
283,Toyota,Tundra,Male,43,projection,China,Sanjia,19.241239,108.758458,Fuscia,False,2020-07-17,38767.66,0.1729,29928.04,0.13,215.2,5.3
284,Mercedes-Benz,E-Class,Female,40,software,Malaysia,Kuala Terengganu,5.329576,103.1369108,Red,True,2010-11-24,10681.04,0.6062,30337.21,0.2,213.7,8.5
285,Audi,4000CS Quattro,Male,44,concept,Brazil,Governador Valadares,-18.8549317,-41.9559233,Red,True,2013-01-21,83442.31,0.522,44390.85,0.24,126.2,6.0
286,GMC,Envoy,Female,38,encoding,Indonesia,Genang,-6.2241971,106.8281984,Aquamarine,False,2003-07-08,96691.74,0.4205,46240.72,0.03,217.9,4.0
287,Ford,Ranger,Female,54,context-sensitive,China,Qijiazuo,35.215892,113.241823,Maroon,False,2017-02-14,43347.44,0.4982,35964.83,0.02,228.9,6.3
288,Chrysler,LHS,Female,30,Self-enabling,Greece,Mirsíni,37.9209684,21.2374124,Green,True,2020-07-24,75956.4,0.003,5702.71,0.06,188.7,9.2
289,Bentley,Continental Flying Spur,Female,32,impactful,Indonesia,Pantenan,-6.9158643,112.4351068,Mauv,False,2017-12-29,98315.87,0.0425,25410.13,0.16,177.8,7.3
290,Mercedes-Benz,G55 AMG,Female,59,Ergonomic,Sweden,Enskede,59.2848437,18.0834974,Blue,False,2007-02-23,53404.25,0.444,39004.64,0.12,183.8,7.0
291,Pontiac,Solstice,Male,45,demand-driven,Mexico,La Soledad,24.762172,-104.927894,Aquamarine,False,2014-07-31,89707.19,0.694,26927.79,0.13,145.3,8.0
292,Hummer,H2,Male,24,neutral,South Africa,Willowmore,-33.29717,23.50527,Goldenrod,True,2011-06-17,35498.24,0.6691,16294.41,0.17,180.3,7.8
293,Toyota,Matrix,Male,31,executive,Colombia,Sincé,9.2633053,-75.1927805,Indigo,True,2010-04-09,26235.34,0.5683,9796.5,0.21,231.2,3.5
294,Ford,F250,Male,27,Upgradable,Peru,Mañazo,-15.8003597,-70.3435088,Teal,True,2007-12-30,89122.61,0.2922,4852.96,0.15,237.9,14.9
295,Audi,5000CS,Female,66,executive,France,Maisons-Laffitte,48.9449573,2.1463759,Orange,True,2010-03-29,67428.56,0.5663,10629.39,0.08,237.8,5.1
296,Pontiac,1000,Female,53,Open-architected,Philippines,Malibago,11.390993,124.884035,Puce,True,2018-07-06,12087.54,0.1898,25715.09,0.06,190.8,2.2
297,Saab,900,Male,67,human-resource,Czech Republic,Valdice,50.5848682,15.4126394,Orange,True,2003-06-05,79248.4,0.0439,49269.05,0.14,127.6,2.6
298,Audi,5000S,Female,69,methodical,Poland,Jadowniki,49.9592267,20.6436082,Green,True,2004-06-24,65248.94,0.2338,21763.69,0.12,225.5,14.9
299,Volkswagen,Golf,Female,44,matrix,China,Jiaoyuan,42.887766,125.14366,Blue,True,2018-03-05,73168.89,0.1182,11264.72,0.02,220.8,3.7
300,Volvo,S40,Male,56,Stand-alone,Portugal,Valada,39.0800897,-8.7620955,Puce,True,2010-09-14,34852.4,0.1326,45912.46,0.18,183.7,6.3
301,Dodge,Viper,Female,60,Digitized,China,Sanyi,22.625636,114.038535,Crimson,False,2004-03-23,26185.71,0.6901,27551.81,0.05,136.5,7.8
302,Lexus,ES,Male,39,user-facing,Canada,Langford,48.4474626,-123.4956337,Maroon,False,2018-07-26,99973.44,0.6294,32521.53,0.21,228.1,4.7
303,Ford,Bronco II,Male,56,fault-tolerant,Portugal,Loureiro,41.4808684,-8.3624629,Maroon,True,2006-04-06,15755.04,0.4457,42585.83,0.18,131.1,2.3
304,Volkswagen,GLI,Female,48,Pre-emptive,Czech Republic,Černý Most,50.1064489,14.5744479,Fuscia,False,2008-07-30,63614.72,0.1175,49010.84,0.11,240.5,9.4
305,Dodge,Ram 1500,Female,37,solution,Honduras,El Llano,15.1539332,-87.8721602,Purple,True,2002-02-12,10127.51,0.1007,11494.47,0.22,147.2,4.7
306,Hyundai,Accent,Female,52,Synergized,Russia,Nyagan,62.471883,65.5542239,Aquamarine,True,2020-11-02,82393.82,0.3932,31593.35,0.05,204.2,6.7
307,Chrysler,Imperial,Female,28,holistic,Guatemala,Chisec,15.809627,-90.290544,Blue,True,2002-11-30,74915.58,0.3371,8085.38,0.13,232.3,6.8
308,Mitsubishi,Raider,Female,45,moderator,China,Kuanghe,36.3081761,115.7834972,Fuscia,False,2002-09-24,29728.29,0.0829,34007.65,0.16,163.6,11.6
309,Mitsubishi,Galant,Female,54,time-frame,Canada,Dollard-Des Ormeaux,45.470831,-73.7747742,Blue,False,2019-05-12,42685.76,0.1853,6923.19,0.24,131.6,13.7
310,Land Rover,Range Rover,Male,38,Realigned,Greece,Plagiári,40.4749958,22.9587865,Purple,True,2003-05-18,30781.97,0.1768,18405.32,0.07,153.7,11.0
311,Mercedes-Benz,SLK-Class,Male,56,tangible,Russia,Chiri-Yurt,43.0865623,45.7442387,Yellow,False,2002-03-19,26995.31,0.1435,18389.97,0.16,155.4,6.7
312,Chevrolet,Cobalt,Male,70,bandwidth-monitored,China,Xinshi,23.199183,113.256439,Goldenrod,False,2005-11-12,46535.95,0.6402,24267.77,0.04,148.3,12.2
313,Mazda,RX-7,Female,39,pricing structure,Russia,Shalinskoye,55.7279446,93.768409,Purple,False,2008-10-05,14535.43,0.4481,10179.63,0.2,198.6,4.7
